0007	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Is there a drop-off and pick-up service provided by the airport?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null}],"responseId":"be053b0a-215c-471a-900f-f87a8e2ca56b-d5ae01f3","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Is there a drop-off and pick-up service provided by the airport?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":{"inputContextNames":[],"events":[],"trainingPhrases":[],"outputContexts":[],"parameters":[],"messages":[],"defaultResponsePlatforms":[],"followupIntentInfo":[],"name":"projects/single-kb-articles/agent/intents/c5219f1f-a310-4411-ae51-ce0b9fe78d87","displayName":"Knowledge.KnowledgeBase.MTI4MjY5NTc2MjUyMTYyMDQ4MDA","priority":0,"isFallback":false,"mlEnabled":false,"webhookState":"WEBHOOK_STATE_UNSPECIFIED","action":"","resetContexts":false,"rootFollowupIntentName":"","parentFollowupIntentName":"","mlDisabled":false,"endInteraction":false},"intentDetectionConfidence":0.8745831251144409,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":{"answers":[{"source":"projects/single-kb-articles/knowledgeBases/MTI4MjY5NTc2MjUyMTYyMDQ4MDA/documents/MTQ4MDgzMzkxNTExMTk3MTIyNTY","faqQuestion":"How to get picked up at YUL Airport by UBER?","answer":"Whether you’re going from YUL to downtown Montréal or from your hotel to Montréal Airport, count on Uber to get you there.\n\n1- Request when you’re ready to walk outside.\nAnd choose a ride option that suits your group size and luggage storage needs.\n\n2- Head towards the pickup location.\nPickup locations may depend on the type of ride you request. Follow the instructions in the app about where to meet your driver. You can also look for signs that point to designated airport ridesharing zones.\n\n3- Look for your driver.\nIf you can't find your driver, contact him or her through the app.\n\nFor more information: https://www.uber.com/info/montreal-airport/","matchConfidenceLevel":"HIGH","matchConfidence":0.8745831251144409},{"source":"projects/single-kb-articles/knowledgeBases/MTI4MjY5NTc2MjUyMTYyMDQ4MDA/documents/MzI3OTEyNDEwNTA1MTI0MjQ5Ng","faqQuestion":"Is there a shuttle to get me from the parking to the airport?","answer":"A 24-hour shuttle service is available for the EconoParc P5, EconoParc P9 and AeroParc, all within 15 minutes.","matchConfidenceLevel":"HIGH","matchConfidence":0.8694671392440796},{"source":"projects/single-kb-articles/knowledgeBases/MTI4MjY5NTc2MjUyMTYyMDQ4MDA/documents/OTgwMTc3MjMyNzY2OTU5NjE2","faqQuestion":"Is there a short duration parking lot at the airport?","answer":"To prevent congestion on the roads and to avoid driving continually around the airport, we invite you to use the FREE CellParc waiting lot. You can park there for free for two hours.\n\nClick here to locate CellParc.","matchConfidenceLevel":"HIGH","matchConfidence":0.7928603291511536}]}},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0009	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Where can I park for a short time while waiting to pick up a passenger?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null}],"responseId":"c5a1f936-6aac-4cb0-ae04-0537bf766d88-d5ae01f3","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Where can I park for a short time while waiting to pick up a passenger?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":{"inputContextNames":[],"events":[],"trainingPhrases":[],"outputContexts":[],"parameters":[],"messages":[],"defaultResponsePlatforms":[],"followupIntentInfo":[],"name":"projects/single-kb-articles/agent/intents/c5219f1f-a310-4411-ae51-ce0b9fe78d87","displayName":"Knowledge.KnowledgeBase.MTI4MjY5NTc2MjUyMTYyMDQ4MDA","priority":0,"isFallback":false,"mlEnabled":false,"webhookState":"WEBHOOK_STATE_UNSPECIFIED","action":"","resetContexts":false,"rootFollowupIntentName":"","parentFollowupIntentName":"","mlDisabled":false,"endInteraction":false},"intentDetectionConfidence":0.9619606733322144,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":{"answers":[{"source":"projects/single-kb-articles/knowledgeBases/MTI4MjY5NTc2MjUyMTYyMDQ4MDA/documents/OTgwMTc3MjMyNzY2OTU5NjE2","faqQuestion":"I want to pick-up someone. Where can I park for free?","answer":"To prevent congestion on the roads and to avoid driving continually around the airport, we invite you to use the FREE CellParc waiting lot. You can park there for free for two hours.\n\nClick here to locate CellParc.","matchConfidenceLevel":"HIGH","matchConfidence":0.9619606733322144},{"source":"projects/single-kb-articles/knowledgeBases/MTI4MjY5NTc2MjUyMTYyMDQ4MDA/documents/MzI3OTEyNDEwNTA1MTI0MjQ5Ng","faqQuestion":"How do I reserve a parking spot online?","answer":"Aéroports de Montréal offers an extensive range of parking options at advantageous rates for all seasons. Wait no longer, book now follow these 5 simple steps to a successful booking:\n\nVisit our website.\nSelect your date and time details.\nSelect the parking product that best suits you.\nComplete your passenger details.\nComplete your payment details (including nominating which credit card you will use to enter and exit the lot).\nDo not forget to bring a copy of your booking confirmation.\n\nDid you know that booking parking in advance saves you up to 35% off the regular price at the gate? You can get a quote and compare different products on our website. In addition, if you are a CAA-Quebec member, you will receive an additional 10% discount on stays of 48 hours or more on all parking products. You can also consult our partners offers.\n\nAéroports de Montréal offers an extensive range of parking options at advantageous rates for all seasons. Wait no longer, book now.","matchConfidenceLevel":"MEDIUM","matchConfidence":0.7104238867759705},{"source":"projects/single-kb-articles/knowledgeBases/MTI4MjY5NTc2MjUyMTYyMDQ4MDA/documents/OTgwMTc3MjMyNzY2OTU5NjE2","faqQuestion":"Is there a short duration parking lot at the airport?","answer":"To prevent congestion on the roads and to avoid driving continually around the airport, we invite you to use the FREE CellParc waiting lot. You can park there for free for two hours.\n\nClick here to locate CellParc.","matchConfidenceLevel":"MEDIUM","matchConfidence":0.6741206049919128}]}},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0010	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"What services do you provide to support people with reduced mobility?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null}],"responseId":"464ba6c1-c484-472f-bc04-5590af5d76b2-d5ae01f3","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"What services do you provide to support people with reduced mobility?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0011	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"What is the process of reserving a parking spot for 2 weeks?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null}],"responseId":"5503f61c-b3f6-46fb-8e67-aaa883a74dd3-d5ae01f3","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"What is the process of reserving a parking spot for 2 weeks?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":{"inputContextNames":[],"events":[],"trainingPhrases":[],"outputContexts":[],"parameters":[],"messages":[],"defaultResponsePlatforms":[],"followupIntentInfo":[],"name":"projects/single-kb-articles/agent/intents/c5219f1f-a310-4411-ae51-ce0b9fe78d87","displayName":"Knowledge.KnowledgeBase.MTI4MjY5NTc2MjUyMTYyMDQ4MDA","priority":0,"isFallback":false,"mlEnabled":false,"webhookState":"WEBHOOK_STATE_UNSPECIFIED","action":"","resetContexts":false,"rootFollowupIntentName":"","parentFollowupIntentName":"","mlDisabled":false,"endInteraction":false},"intentDetectionConfidence":0.9624884128570557,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":{"answers":[{"source":"projects/single-kb-articles/knowledgeBases/MTI4MjY5NTc2MjUyMTYyMDQ4MDA/documents/MzI3OTEyNDEwNTA1MTI0MjQ5Ng","faqQuestion":"Can I reserve a parking spot at short notice and what is the minimum reservation stay?","answer":"A minimum of 2 hours before arrival at the lot is required for booking and the minimum reservation stay is of 4 hours. However, we recommend reserving in advance to secure the best rate and ensure you can reserve a space in the parking lot of your choice.","matchConfidenceLevel":"HIGH","matchConfidence":0.9624884128570557},{"source":"projects/single-kb-articles/knowledgeBases/MTI4MjY5NTc2MjUyMTYyMDQ4MDA/documents/MzI3OTEyNDEwNTA1MTI0MjQ5Ng","faqQuestion":"How do I reserve a parking spot online?","answer":"Aéroports de Montréal offers an extensive range of parking options at advantageous rates for all seasons. Wait no longer, book now follow these 5 simple steps to a successful booking:\n\nVisit our website.\nSelect your date and time details.\nSelect the parking product that best suits you.\nComplete your passenger details.\nComplete your payment details (including nominating which credit card you will use to enter and exit the lot).\nDo not forget to bring a copy of your booking confirmation.\n\nDid you know that booking parking in advance saves you up to 35% off the regular price at the gate? You can get a quote and compare different products on our website. In addition, if you are a CAA-Quebec member, you will receive an additional 10% discount on stays of 48 hours or more on all parking products. You can also consult our partners offers.\n\nAéroports de Montréal offers an extensive range of parking options at advantageous rates for all seasons. Wait no longer, book now.","matchConfidenceLevel":"HIGH","matchConfidence":0.9613828063011169},{"source":"projects/single-kb-articles/knowledgeBases/MTI4MjY5NTc2MjUyMTYyMDQ4MDA/documents/MzI3OTEyNDEwNTA1MTI0MjQ5Ng","faqQuestion":"What happens if I need to amend my parking booking?","answer":"You may amend your booking up to 2 hours prior to your parking reservation time. The simplest way is to click on “Manage my Booking”.","matchConfidenceLevel":"HIGH","matchConfidence":0.9267237186431885}]}},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0012	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"What methods of payments are available for parking tickets?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null}],"responseId":"458964a3-63c6-4d88-8e1b-5c4f7a8e811d-d5ae01f3","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"What methods of payments are available for parking tickets?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":{"inputContextNames":[],"events":[],"trainingPhrases":[],"outputContexts":[],"parameters":[],"messages":[],"defaultResponsePlatforms":[],"followupIntentInfo":[],"name":"projects/single-kb-articles/agent/intents/c5219f1f-a310-4411-ae51-ce0b9fe78d87","displayName":"Knowledge.KnowledgeBase.MTI4MjY5NTc2MjUyMTYyMDQ4MDA","priority":0,"isFallback":false,"mlEnabled":false,"webhookState":"WEBHOOK_STATE_UNSPECIFIED","action":"","resetContexts":false,"rootFollowupIntentName":"","parentFollowupIntentName":"","mlDisabled":false,"endInteraction":false},"intentDetectionConfidence":0.8545037508010864,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":{"answers":[{"source":"projects/single-kb-articles/knowledgeBases/MTI4MjY5NTc2MjUyMTYyMDQ4MDA/documents/MzI3OTEyNDEwNTA1MTI0MjQ5Ng","faqQuestion":"What can I do if my money stays stuck in the automated parking pay station?","answer":"Need assistance? We are here to help!\n\nWe are available 24 hours a day, 7 days a week, 365 days a year. If you are still on the airport site, simply press the Assistance button on the automated pay station. An agent will assist you.\n\nYou are no longer on the airport site? No problem, please send a request to stationnement@admtl.com by enclosing the vouchers.","matchConfidenceLevel":"HIGH","matchConfidence":0.8545037508010864},{"source":"projects/single-kb-articles/knowledgeBases/MTI4MjY5NTc2MjUyMTYyMDQ4MDA/documents/MzI3OTEyNDEwNTA1MTI0MjQ5Ng","faqQuestion":"What happens if I need to amend my parking booking?","answer":"You may amend your booking up to 2 hours prior to your parking reservation time. The simplest way is to click on “Manage my Booking”.","matchConfidenceLevel":"HIGH","matchConfidence":0.8113381862640381},{"source":"projects/single-kb-articles/knowledgeBases/MTI4MjY5NTc2MjUyMTYyMDQ4MDA/documents/MTQ4MDgzMzkxNTExMTk3MTIyNTY","faqQuestion":"What are the fares and where are tickets available for public transportation?","answer":"Fares\n\nThe fare is $10 for unlimited travel throughout the STM bus and métro network and is valid for 24 consecutive hours.\n\nAccepted fares on bus\n\n1-day pass (24 h)\nUnlimited Weekend\n3-day pass - consecutive days\nHebdo - Monday to Sunday\nOther accepted fares\n\nMontly pass, regular or reduced fare\n4-month pass and monthly TRAM passes, zone 1-8\nPoints of sale at the airport\n\nFares can be purchased from the automated dispensers on the international arrivals level.\n\nThe $10 fare can also be paid in cash with exact change on board the bus. Only coins are accepted (no bank bills).\n\nFor more information, please visit STM website.","matchConfidenceLevel":"HIGH","matchConfidence":0.79749995470047}]}},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0017	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Do you have a children play area?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null}],"responseId":"49581757-324a-4ac4-a4ac-888441ad23fe-d5ae01f3","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Do you have a children play area?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0018	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Do you have a pet hotel?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null}],"responseId":"c0774575-2a19-431c-9c71-dfc154d60fb5-d5ae01f3","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Do you have a pet hotel?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0019	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Where can I get access to a computer and a printer?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null}],"responseId":"aa906128-7342-4e75-b422-31c3b2b7ee66-d5ae01f3","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Where can I get access to a computer and a printer?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":{"inputContextNames":[],"events":[],"trainingPhrases":[],"outputContexts":[],"parameters":[],"messages":[],"defaultResponsePlatforms":[],"followupIntentInfo":[],"name":"projects/single-kb-articles/agent/intents/c5219f1f-a310-4411-ae51-ce0b9fe78d87","displayName":"Knowledge.KnowledgeBase.MTI4MjY5NTc2MjUyMTYyMDQ4MDA","priority":0,"isFallback":false,"mlEnabled":false,"webhookState":"WEBHOOK_STATE_UNSPECIFIED","action":"","resetContexts":false,"rootFollowupIntentName":"","parentFollowupIntentName":"","mlDisabled":false,"endInteraction":false},"intentDetectionConfidence":0.5918945074081421,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":{"answers":[{"source":"projects/single-kb-articles/knowledgeBases/MTI4MjY5NTc2MjUyMTYyMDQ4MDA/documents/MTAwODcxNTkzNjY3NTE4NzkxNjg","faqQuestion":"How can I access the Internet?","answer":"To log on to the YUL Wi-Fi network, simply :\n\nChoose the «YUL WiFi» network\nOpen your browser\nAccept the terms of use by authentication via your email address\n\nOpen a new session\nA logon provides up to 60 minutes of free browsing. For more time, simply start a new session.","matchConfidenceLevel":"MEDIUM","matchConfidence":0.5918945074081421}]}},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0023	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"What is the legal quantity limit on buying alcoholic beverages?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null}],"responseId":"fc62adbc-15eb-4b1b-8970-cc2cb66ff211-d5ae01f3","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"What is the legal quantity limit on buying alcoholic beverages?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0027	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Are liquids purchased in an international zone allowed on the plane?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null}],"responseId":"0d8d4c26-9af0-4066-9c38-f00f0ae3c3e7-d5ae01f3","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Are liquids purchased in an international zone allowed on the plane?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":{"inputContextNames":[],"events":[],"trainingPhrases":[],"outputContexts":[],"parameters":[],"messages":[],"defaultResponsePlatforms":[],"followupIntentInfo":[],"name":"projects/single-kb-articles/agent/intents/c5219f1f-a310-4411-ae51-ce0b9fe78d87","displayName":"Knowledge.KnowledgeBase.MTI4MjY5NTc2MjUyMTYyMDQ4MDA","priority":0,"isFallback":false,"mlEnabled":false,"webhookState":"WEBHOOK_STATE_UNSPECIFIED","action":"","resetContexts":false,"rootFollowupIntentName":"","parentFollowupIntentName":"","mlDisabled":false,"endInteraction":false},"intentDetectionConfidence":0.8269224762916565,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":{"answers":[{"source":"projects/single-kb-articles/knowledgeBases/MTI4MjY5NTc2MjUyMTYyMDQ4MDA/documents/NTQ3NTQ3MzM0ODMyNDQ5MTI2NA","faqQuestion":"What is allowed on a plane?","answer":"The airport can be a stressful place for some travelers with all the security checks. However, security checks are necessary to ensure the safety of all passengers. Our priority is the safety of every passenger passing through the airport.\n\nDid you know that the Canadian Air Transport Security Authority (CATSA) is responsible for the pre-board screening of passengers and their belongings in Canadian airports?\n\nYou will find a complete list on the CATSA website of prohibited items to determine whether you pack certain things in your carry-on or your checked luggage.\n\nWe invite you to visit the Air travel section of Government of Canada website for more informations and advices on everything you need to know to prepare for a worry-free flight.","matchConfidenceLevel":"HIGH","matchConfidence":0.8269224762916565},{"source":"projects/single-kb-articles/knowledgeBases/MTI4MjY5NTc2MjUyMTYyMDQ4MDA/documents/NTQ3NTQ3MzM0ODMyNDQ5MTI2NA","faqQuestion":"Can I bring baby milk through airport security and on the plane?","answer":"Here are some tips from the Canadian Air Transport Security Authority on what to do at the screening checkpoint when you are traveling with babies and young children.\n\nWhen you arrive at the checkpoint, check if the Family/Special Needs lane is available. This lane features screening equipment that can accommodate larger items, and screening officers who offer additional assistance to passengers needing more time or help with their belongings to get through security.\nScreening officers will need to inspect strollers, infant carriers and car seats.\n All baby food or drinks, including formula, must be presented to the screening officer for inspection.\nChildren’s carry-ons, including diaper bags, should be placed on the conveyor belt for security screening.\nKeep any MP3 players (e.g. iPods), portable handheld game consoles, tablets and smartphones in your carry-on.\nLet your child walk through the metal detector if they are able to do so on their own.\nPlease don’t hand your child to a screening officer while you go through security.","matchConfidenceLevel":"MEDIUM","matchConfidence":0.7090451121330261},{"source":"projects/single-kb-articles/knowledgeBases/MTI4MjY5NTc2MjUyMTYyMDQ4MDA/documents/NTQ3NTQ3MzM0ODMyNDQ5MTI2NA","faqQuestion":"Can I carry baby milk through airport security and on the plane?","answer":"Here are some tips from the Canadian Air Transport Security Authority on how to pack items for babies and young children.\n\nIf you are travelling with an infant younger than two years of age (0-24 months), you can bring baby food, milk, formula, water, juice and other baby items in your carry-on baggage.\nCertain powders and granular materials (e.g. baby powder) in your carry-on are limited to a total quantity of 350 ml or less.\nGel and ice packs can be brought on board, if they are being used to refrigerate baby food, milk, breast milk, formula, water or juice for infants younger than two years of age.\nPassengers flying with or without their child can bring breast milk in quantities greater than 100 ml provided it is presented to the screening officer for inspection prior to screening.\nAny exempted liquids, such as medications, baby formula or breast milk, should be packed so that they can easily be removed from carry-on baggage for inspection. However, we recommend that these items be properly labeled (manufacturer's name or pharmaceutical label identifying the medication).\nYou can pack toys in your child’s carry-on baggage, but leave toys that look like weapons (e.g. water guns, toy grenades, etc.) at home.","matchConfidenceLevel":"MEDIUM","matchConfidence":0.6741123795509338}]}},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
